word	lemma	pos
woede	woede	NOU-C(number=sg)
en	en	CONJ(type=coor)
het	het	PD(type=d-p,subtype=art,position=prenom)
inhouden	inhoud	NOU-C(number=sg)
van	van	ADP(type=pre)
haar	haar	PD(type=poss,position=prenom)
woede	woede	NOU-C(number=sg)
maakt	maken	VRB(finiteness=fin,tense=pres)
haar	haar	PD(type=pers,position=free)
benauwd	benauwd	AA(degree=pos,position=free)
.	None	PC
Ze	zij	PD(type=pers,position=free)
is	zijn	VRB(finiteness=fin,tense=pres)
eigenlijk	eigenlijk	AA(degree=pos,position=free)
altijd	altijd	ADV(type=reg)
woedend	woedend	AA(degree=pos,position=free)
.	None	PC
Hoe	hoe	ADV(type=reg)
a-relaxed	arrelaxed	AA(degree=pos,position=free)
ze	zij	PD(type=pers,position=free)
omgaat	omgaan	VRB(finiteness=fin,tense=pres)
met	met	ADP(type=pre)
geld	geld	NOU-C(number=sg)
.	None	PC
Hoe	hoe	ADV(type=reg)
ze	zij	PD(type=pers,position=free)
gefocust	focussen	VRB(finiteness=pastpart)
is	zijn	VRB(finiteness=fin,tense=pres)
op	op	ADP(type=pre)
het	het	PD(type=d-p,subtype=art,position=prenom)
eten	eten	NOU-C(number=sg)
en	en	CONJ(type=coor)
of	of	CONJ(type=sub)
ze	zij	PD(type=pers,position=free)
wel	wel	ADV(type=reg)
genoeg	genoeg	PD(type=indef,position=free)
krijgt	krijgen	VRB(finiteness=fin,tense=pres)
.	None	PC
Is	zijn	VRB(finiteness=fin,tense=pres)
ze	zij	PD(type=pers,position=free)
al	al	ADV(type=reg)
gespannen	gespannen	AA(degree=pos,position=free)
?	None	PC
Haar	haar	PD(type=poss,position=prenom)
man	man	NOU-C(number=sg)
zegt	zeggen	VRB(finiteness=fin,tense=pres)
dat	dat	CONJ(type=sub)
ze	zij	PD(type=pers,position=free)
altijd	altijd	ADV(type=reg)
gespannen	gespannen	AA(degree=pos,position=free)
is	zijn	VRB(finiteness=fin,tense=pres)
.	None	PC
Ze	zij	PD(type=pers,position=free)
heeft	hebben	VRB(finiteness=fin,tense=pres)
dezelfde	dezelfde	PD(type=d-p,subtype=oth,position=prenom)
jurk	jurk	NOU-C(number=sg)
als	als	CONJ(type=sub)
de	de	PD(type=d-p,subtype=art,position=prenom)
vrouw	vrouw	NOU-C(number=sg)
met	met	ADP(type=pre)
wie	wie	PD(type=w-p,position=free)
ze	zij	PD(type=pers,position=free)
reist	reizen	VRB(finiteness=fin,tense=pres)
.	None	PC
De	de	PD(type=d-p,subtype=art,position=prenom)
vrouw	vrouw	NOU-C(number=sg)
en	en	CONJ(type=coor)
de	de	PD(type=d-p,subtype=art,position=prenom)
man	man	NOU-C(number=sg)
met	met	ADP(type=pre)
wie	wie	PD(type=w-p,position=free)
ze	zij	PD(type=pers,position=free)
reist	reizen	VRB(finiteness=fin,tense=pres)
zijn	zijn	VRB(finiteness=fin,tense=pres)
zwart	zwart	AA(degree=pos,position=free)
.	None	PC
Ze	zij	PD(type=pers,position=free)
denkt	denken	VRB(finiteness=fin,tense=pres)
aan	aan	ADP(type=pre)
die	die	PD(type=d-p,subtype=oth,position=prenom)
amerikaanse	Amerikaans	AA(degree=pos,position=prenom)
vrouw	vrouw	NOU-C(number=sg)
die	die	PD(type=d-p,position=free)
zichzelf	zichzelf	PD(type=refl,position=free)
voordeed	voordoen	VRB(finiteness=fin,tense=past)
als	als	CONJ(type=sub)
zwart	zwart	NOU-C(number=sg)
.	None	PC
De	de	PD(type=d-p,subtype=art,position=prenom)
woede	woede	NOU-C(number=sg)
die	die	PD(type=d-p,position=free)
dat	dat	PD(type=d-p,position=free)
opriep	oproepen	VRB(finiteness=fin,tense=past)
.	None	PC
De	de	PD(type=d-p,subtype=art,position=prenom)
punkster	punkster	NOU-C(number=sg)
op	op	ADP(type=pre)
haar	haar	PD(type=poss,position=prenom)
school	school	NOU-C(number=sg)
en	en	CONJ(type=coor)
hoe	hoe	ADV(type=reg)
ze	zij	PD(type=pers,position=free)
precies	precies	AA(degree=pos,position=free)
dezelfde	dezelfde	PD(type=d-p,subtype=oth,position=prenom)
laarzen	laars	NOU-C(number=pl)
kocht	kopen	VRB(finiteness=fin,tense=past)
met	met	ADP(type=pre)
in	in	ADP(type=pre)
plaats	plaats	NOU-C(number=sg)
van	van	ADP(type=pre)
zwarte	zwart	AA(degree=pos,position=prenom)
bontrandjes	bontrandje	NOU-C(number=pl)
haar	haar	PD(type=poss,position=prenom)
zwarte	zwart	AA(degree=pos,position=prenom)
omgeslagen	omslaan	AA(degree=pos,position=prenom)
kniekousen	kniekous	NOU-C(number=pl)
eroverheen	eroverheen	ADV(type=pron)
.	None	PC
Hoe	hoe	ADV(type=reg)
goed	goed	AA(degree=pos,position=free)
ze	zij	PD(type=pers,position=free)
is	zijn	VRB(finiteness=fin,tense=pres)
in	in	ADP(type=pre)
het	het	PD(type=d-p,subtype=art,position=prenom)
kopieren	kopiëren	NOU-C(number=sg)
van	van	ADP(type=pre)
anderen	ander	PD(type=indef,position=free)
.	None	PC
Later	laat	AA(degree=comp,position=free)
had	hebben	VRB(finiteness=fin,tense=past)
ze	zij	PD(type=pers,position=free)
het	het	PD(type=d-p,subtype=art,position=prenom)
vriendje	vriendje	NOU-C(number=sg)
van	van	ADP(type=pre)
de	de	PD(type=d-p,subtype=art,position=prenom)
punkster	punkster	NOU-C(number=sg)
maar	maar	CONJ(type=coor)
dat	dat	PD(type=d-p,position=free)
was	zijn	VRB(finiteness=fin,tense=past)
op	op	ADP(type=pre)
zijn	zijn	PD(type=poss,position=prenom)
initiatief	initiatief	NOU-C(number=sg)
,	None	PC
niet	niet	ADV(type=reg)
het	het	PD(type=d-p,subtype=art,position=prenom)
hare	haar	NOU-C(number=sg)
.	None	PC
Ze	zij	PD(type=pers,position=free)
vertelt	vertellen	VRB(finiteness=fin,tense=pres)
de	de	PD(type=d-p,subtype=art,position=prenom)
zwarte	zwart	AA(degree=pos,position=prenom)
man	man	NOU-C(number=sg)
over	over	ADP(type=pre)
haar	haar	PD(type=poss,position=prenom)
benauwdheid	benauwdheid	NOU-C(number=sg)
tijdens	tijdens	ADP(type=pre)
het	het	PD(type=d-p,subtype=art,position=prenom)
mannengesprek	mannengesprek	NOU-C(number=sg)
.	None	PC
Hij	hij	PD(type=pers,position=free)
zeght	zeggen	VRB(finiteness=fin,tense=pres)
dat	dat	CONJ(type=sub)
hij	hij	PD(type=pers,position=free)
voelde	voelen	VRB(finiteness=fin,tense=past)
hoe	hoe	ADV(type=reg)
ze	zij	PD(type=pers,position=free)
zich	zich	PD(type=refl,position=free)
terugtrok	terugtrekken	VRB(finiteness=fin,tense=past)
,	None	PC
dat	dat	CONJ(type=sub)
hij	hij	PD(type=pers,position=free)
zichzelf	zichzelf	PD(type=refl,position=free)
haat	haten	VRB(finiteness=fin,tense=pres)
als	als	CONJ(type=sub)
hij	hij	PD(type=pers,position=free)
zo	zo	ADV(type=reg)
hard	hard	AA(degree=pos,position=free)
begint	beginnen	VRB(finiteness=fin,tense=pres)
te	te	ADP(type=pre)
praten	praten	VRB(finiteness=inf)
over	over	ADP(type=pre)
bijvoorbeeld	bijvoorbeeld	ADV(type=reg)
politiek	politiek	NOU-C(number=sg)
,	None	PC
of	of	CONJ(type=coor)
kernenergie	kernenergie	NOU-C(number=sg)
,	None	PC
het	het	PD(type=d-p,subtype=art,position=prenom)
onderwerp	onderwerp	NOU-C(number=sg)
van	van	ADP(type=pre)
zijn	zijn	PD(type=poss,position=prenom)
onderzoek	onderzoek	NOU-C(number=sg)
.	None	PC
Ze	zij	PD(type=pers,position=free)
voelt	voelen	VRB(finiteness=fin,tense=pres)
haar	haar	PD(type=poss,position=prenom)
woede	woede	NOU-C(number=sg)
zakken	zakken	VRB(finiteness=inf)
.	None	PC
Ze	zij	PD(type=pers,position=free)
hadf	hebben	VRB(finiteness=fin,tense=past)
niet	niet	ADV(type=reg)
verwacht	verwachten	VRB(finiteness=pastpart)
dat	dat	CONJ(type=sub)
hij	hij	PD(type=pers,position=free)
zo	zo	ADV(type=reg)
gevoelig	gevoelig	AA(degree=pos,position=free)
was	zijn	VRB(finiteness=fin,tense=past)
.	None	PC
Ze	zij	PD(type=pers,position=free)
vraagt	afvragen	VRB(finiteness=fin,tense=pres)
zich	zich	PD(type=refl,position=free)
af	afvragen	VRB(finiteness=fin,tense=pres)
of	of	CONJ(type=sub)
het	het	PD(type=pers,position=free)
komt	komen	VRB(finiteness=fin,tense=pres)
doordat	doordat	CONJ(type=sub)
hij	hij	PD(type=pers,position=free)
zwart	zwart	AA(degree=pos,position=free)
is	zijn	VRB(finiteness=fin,tense=pres)
.	None	PC
Ze	zij	PD(type=pers,position=free)
haat	haten	VRB(finiteness=fin,tense=pres)
zichzelf	zichzelf	PD(type=refl,position=free)
omdat	omdat	CONJ(type=sub)
ze	zij	PD(type=pers,position=free)
alles	alles	PD(type=indef,position=free)
wat	wat	PD(type=w-p,position=free)
hij	hij	PD(type=pers,position=free)
doet	doen	VRB(finiteness=fin,tense=pres)
op	op	ADP(type=pre)
zijn	zijn	PD(type=poss,position=prenom)
kleur	kleur	NOU-C(number=sg)
betrekt	betrekken	VRB(finiteness=fin,tense=pres)
.	None	PC
Eigenlijk	eigenlijk	AA(degree=pos,position=free)
haat	haten	VRB(finiteness=fin,tense=pres)
ze	zij	PD(type=pers,position=free)
zichzelf	zichzelf	PD(type=refl,position=free)
altijd	altijd	ADV(type=reg)
.	None	PC
Over	over	ADP(type=pre)
geen	geen	PD(type=indef,subtype=oth,position=prenom)
begeerte	begeerte	NOU-C(number=sg)
meer	meer	ADV(type=reg)
voelen	voelen	VRB(finiteness=inf)
omdat	omdat	CONJ(type=sub)
ze	zij	PD(type=pers,position=free)
niet	niet	ADV(type=reg)
meer	meer	ADV(type=reg)
het	het	PD(type=d-p,subtype=art,position=prenom)
standaard	standaardbegeerlijk	AA(degree=pos,position=prenom)
begeerlijke	standaardbegeerlijk	AA(degree=pos,position=prenom)
uiterlijk	uiterlijk	NOU-C(number=sg)
heeft	hebben	VRB(finiteness=fin,tense=pres)
.	None	PC
Over	over	ADP(type=pre)
de	de	PD(type=d-p,subtype=art,position=prenom)
schaamte	schaamte	NOU-C(number=sg)
die	die	PD(type=d-p,position=free)
ze	zij	PD(type=pers,position=free)
voelde	voelen	VRB(finiteness=fin,tense=past)
toen	toen	CONJ(type=sub)
ze	zij	PD(type=pers,position=free)
zichzelf	zichzelf	PD(type=refl,position=free)
voor	voor	ADP(type=pre)
de	de	PD(type=d-p,subtype=art,position=prenom)
grap	grap	NOU-C(number=sg)
a	a	RES(type=for)
hot	hot	RES(type=for)
woman	woman	RES(type=for)
noemde	noemen	VRB(finiteness=fin,tense=past)
.	None	PC
Pas	pas	ADV(type=reg)
een	een	PD(type=indef,subtype=art,position=prenom)
paar	paar	NOU-C(number=sg)
dagen	dag	NOU-C(number=pl)
later	laat	AA(degree=comp,position=free)
,	None	PC
vertraagde	vertraagd	AA(degree=pos,position=prenom)
schaamte	schaamte	NOU-C(number=sg)
.	None	PC
Over	over	ADP(type=pre)
niet	niet	ADV(type=reg)
autorijden	autorijden	VRB(finiteness=inf)
.	None	PC
Afhankelijkheid	afhankelijkheid	NOU-C(number=sg)
.	None	PC
Afkeuring	afkeuring	NOU-C(number=sg)
van	van	ADP(type=pre)
jonge	jong	AA(degree=pos,position=prenom)
vrouwen	vrouw	NOU-C(number=pl)
als	als	CONJ(type=sub)
ze	zij	PD(type=pers,position=free)
zegt	zeggen	VRB(finiteness=fin,tense=pres)
dat	dat	CONJ(type=sub)
ze	zij	PD(type=pers,position=free)
geen	geen	PD(type=indef,subtype=oth,position=prenom)
goed	goed	AA(degree=pos,position=prenom)
chauffeur	chauffeur	NOU-C(number=sg)
is	zijn	VRB(finiteness=fin,tense=pres)
.	None	PC
Wel	wel	ADV(type=reg)
van	van	ADP(type=pre)
een	een	PD(type=indef,subtype=art,position=prenom)
rots	rots	NOU-C(number=sg)
het	het	PD(type=d-p,subtype=art,position=prenom)
water	water	NOU-C(number=sg)
in	inspringen	VRB(finiteness=inf)
springen	inspringen	VRB(finiteness=inf)
.	None	PC
Dapper	dapper	AA(degree=pos,position=free)
hoor	horen	VRB(finiteness=fin,tense=pres)
,	None	PC
zegt	zeggen	VRB(finiteness=fin,tense=pres)
haar	haar	PD(type=poss,position=prenom)
man	man	NOU-C(number=sg)
.	None	PC
Maar	maar	CONJ(type=coor)
hij	hij	PD(type=pers,position=free)
deed	doen	VRB(finiteness=fin,tense=past)
het	het	PD(type=pers,position=free)
ook	ook	ADV(type=reg)
.	None	PC
Over	over	ADP(type=pre)
de	de	PD(type=d-p,subtype=art,position=prenom)
vriendin	vriendin	NOU-C(number=sg)
die	die	PD(type=d-p,position=free)
haar	haar	PD(type=pers,position=free)
niet	niet	ADV(type=reg)
meer	meer	ADV(type=reg)
opzoekt	opzoeken	VRB(finiteness=fin,tense=pres)
.	None	PC
Maar	maar	CONJ(type=coor)
zij	zij	PD(type=pers,position=free)
zoekt	opzoeken	VRB(finiteness=fin,tense=pres)
de	de	PD(type=d-p,subtype=art,position=prenom)
vriendin	vriendin	NOU-C(number=sg)
ook	ook	ADV(type=reg)
niet	niet	ADV(type=reg)
meer	meer	ADV(type=reg)
op	opzoeken	VRB(finiteness=fin,tense=pres)
.	None	PC
Wat	wat	PD(type=w-p,position=free)
is	zijn	VRB(finiteness=fin,tense=pres)
het	het	PD(type=d-p,subtype=art,position=prenom)
probleem	probleem	NOU-C(number=sg)
?	None	PC
(	None	PC
ze	zij	PD(type=pers,position=free)
had	hebben	VRB(finiteness=fin,tense=past)
de	de	PD(type=d-p,subtype=art,position=prenom)
vriendin	vriendin	NOU-C(number=sg)
vrouwonvriendelijk	vrouwonvriendelijk	AA(degree=pos,position=free)
genoemd	noemen	VRB(finiteness=pastpart)
,	None	PC
een	een	PD(type=indef,subtype=art,position=prenom)
paar	paar	NOU-C(number=sg)
keer	keer	NOU-C(number=sg)
)	None	PC
Over	over	ADP(type=pre)
haar	haar	PD(type=poss,position=prenom)
woede	woede	NOU-C(number=sg)
toen	toen	CONJ(type=sub)
haar	haar	PD(type=poss,position=prenom)
zus	zus	NOU-C(number=sg)
haar	haar	PD(type=pers,position=free)
om	om	ADP(type=pre)
6	zes	NUM(type=card,position=prenom,representation=dig)
uur	uur	NOU-C(number=sg)
's	de	PD(type=d-p,subtype=art,position=prenom)
ochtends	ochtend	NOU-C(number=sg)
ophaalde	ophalen	VRB(finiteness=fin,tense=past)
van	van	ADP(type=pre)
Schiphol	Schiphol	NOU-P
maar	maar	CONJ(type=coor)
in	in	ADP(type=pre)
de	de	PD(type=d-p,subtype=art,position=prenom)
verkeerde	verkeerd	AA(degree=pos,position=prenom)
aankomsthal	aankomsthal	NOU-C(number=sg)
stond	staan	VRB(finiteness=fin,tense=past)
.	None	PC
Haar	haar	PD(type=poss,position=prenom)
woede	woede	NOU-C(number=sg)
op	op	ADP(type=pre)
haar	haar	PD(type=poss,position=prenom)
zus	zus	NOU-C(number=sg)
toen	toen	CONJ(type=sub)
die	die	PD(type=d-p,position=free)
na	na	ADP(type=pre)
een	een	PD(type=indef,subtype=art,position=prenom)
schaamlipcorrectie	schamelipcorrectie	NOU-C(number=sg)
maar	maar	ADV(type=reg)
bleef	blijven	VRB(finiteness=fin,tense=past)
bloeden	bloeden	VRB(finiteness=inf)
en	en	CONJ(type=coor)
zij	zij	PD(type=pers,position=free)
haar	haar	PD(type=pers,position=free)
uit	uit	ADP(type=pre)
het	het	PD(type=d-p,subtype=art,position=prenom)
ziekenhuis	ziekenhuis	NOU-C(number=sg)
moest	moeten	VRB(finiteness=fin,tense=past)
ophalen	ophalen	VRB(finiteness=inf)
.	None	PC
Maar	maar	CONJ(type=coor)
ze	zij	PD(type=pers,position=free)
was	zijn	VRB(finiteness=fin,tense=past)
niet	niet	ADV(type=reg)
boos	boos	AA(degree=pos,position=free)
toen	toen	CONJ(type=sub)
haar	haar	PD(type=poss,position=prenom)
zus	zus	NOU-C(number=sg)
haar	haar	PD(type=poss,position=prenom)
vinger	vinger	NOU-C(number=sg)
brak	breken	VRB(finiteness=fin,tense=past)
bij	bij	ADP(type=pre)
het	het	PD(type=d-p,subtype=art,position=prenom)
kickboksen	kikboksen	NOU-C(number=sg)
en	en	CONJ(type=coor)
zij	zij	PD(type=pers,position=free)
naar	naar	ADP(type=pre)
het	het	PD(type=d-p,subtype=art,position=prenom)
ziekenhuis	ziekenhuis	NOU-C(number=sg)
moest	moeten	VRB(finiteness=fin,tense=past)
komen.Waarom	komen	VRB(finiteness=inf)
toen	toen	ADV(type=reg)
niet	niet	ADV(type=reg)
,	None	PC
dat	dat	PD(type=d-p,position=free)
kan	kunnen	VRB(finiteness=fin,tense=pres)
ze	zij	PD(type=pers,position=free)
niet	niet	ADV(type=reg)
verklaren	verklaren	VRB(finiteness=inf)
.	None	PC
Hoe	hoe	ADV(type=reg)
gemakkelijk	gemakkelijk	AA(degree=pos,position=free)
ze	zij	PD(type=pers,position=free)
de	de	PD(type=d-p,subtype=art,position=prenom)
macht	macht	NOU-C(number=sg)
over	over	ADP(type=pre)
haarzelf	zijzelf	PD(type=poss,position=prenom)
,	None	PC
over	over	ADP(type=pre)
haar	haar	PD(type=poss,position=prenom)
zoon	zoon	NOU-C(number=sg)
,	None	PC
aan	aan	ADP(type=pre)
een	een	PD(type=indef,subtype=art,position=prenom)
ander	ander	PD(type=indef,position=free)
geeft	geven	VRB(finiteness=fin,tense=pres)
.	None	PC
